,index,@context,@type,bodyType,brand,color,driveWheelConfiguration,image,manufacturer,mileageFromOdometer,model,name,offers,productionDate,url,vehicleEngine,vehicleIdentificationNumber,vehicleInteriorColor,vehicleTransmission,mileage,price,price_over_mileage
868,868,http://schema.org/,Car,['Sport Utility'],Lexus,Black,4 wheel drive - rear,https://images.autotrader.com/hn/c/9152593fddaf4e63b15ebfd9802550e8.jpg,Lexus,"{'@type': 'QuantitativeValue', 'value': ''}",LX 570,New 2019 Lexus LX 570 4WD,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 93666, 'itemCondition': 'http://schema.org/New', 'availability': 'http://schema.org/InStock'}",2019,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=494485401,8-Cylinder,JTJHY7AXXK4283869,Cabernet,Automatic,,93666,
869,869,http://schema.org/,Car,['Sport Utility'],Lexus,Black,4 wheel drive - rear,https://images.autotrader.com/hn/c/52f326e67a84488ab3df84e9950804a8.jpg,Lexus,"{'@type': 'QuantitativeValue', 'value': '800'}",LX 570,Used 2018 Lexus LX 570 4WD,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 92995, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2018,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=488000159,8-Cylinder,JTJHY7AXXJ4259392,Parchment,Automatic,800.0,92995,116.24375
870,870,http://schema.org/,Car,['Sport Utility'],Lexus,White,4 wheel drive - rear,https://images.autotrader.com/pictures/model_info/Imagesv2_US_EN/All/22852.jpg,Lexus,"{'@type': 'QuantitativeValue', 'value': ''}",LX 570,New 2018 Lexus LX 570 4WD,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 92874, 'itemCondition': 'http://schema.org/New', 'availability': 'http://schema.org/InStock'}",2018,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=493457637,8-Cylinder,JTJHY7AX9J4277477,Cabernet,Automatic,,92874,
871,871,http://schema.org/,Car,['Sport Utility'],Lexus,Gray,4 wheel drive - rear,https://images.autotrader.com/hn/c/72f9fb06674044088fb37f0e27d836a5.jpg,Lexus,"{'@type': 'QuantitativeValue', 'value': ''}",LX 570,New 2019 Lexus LX 570 4WD,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 92791, 'itemCondition': 'http://schema.org/New', 'availability': 'http://schema.org/InStock'}",2019,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=500960384,8-Cylinder,JTJHY7AX7K4288141,Black,Automatic,,92791,
872,872,http://schema.org/,Car,['Sport Utility'],Lexus,Black,4 wheel drive - rear,https://images.autotrader.com/hn/c/a4647c05f58d44e4be5fe3fbb05561af.jpg,Lexus,"{'@type': 'QuantitativeValue', 'value': ''}",LX 570,New 2019 Lexus LX 570 4WD,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 92791, 'itemCondition': 'http://schema.org/New', 'availability': 'http://schema.org/InStock'}",2019,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=499233607,8-Cylinder,JTJHY7AX7K4287944,Black,Automatic,,92791,
873,873,http://schema.org/,Car,['Sport Utility'],Lexus,Black,4 wheel drive - rear,https://images.autotrader.com/hn/c/e9120bbee1854b4a9d78189a1cd1cf6d.jpg,Lexus,"{'@type': 'QuantitativeValue', 'value': ''}",LX 570,New 2019 Lexus LX 570 4WD,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 92630, 'itemCondition': 'http://schema.org/New', 'availability': 'http://schema.org/InStock'}",2019,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=496031190,8-Cylinder,JTJHY7AX9K4283488,Black,Automatic,,92630,
874,874,http://schema.org/,Car,['Sport Utility'],Lexus,Black,4 wheel drive - rear,https://images.autotrader.com/hn/c/1f71a4aba0264a28a69132d0ed5eaa01.jpg,Lexus,"{'@type': 'QuantitativeValue', 'value': ''}",LX 570,New 2018 Lexus LX 570 4WD,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 92628, 'itemCondition': 'http://schema.org/New', 'availability': 'http://schema.org/InStock'}",2018,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=487832329,8-Cylinder,JTJHY7AX9J4272909,Cabernet,Automatic,,92628,
875,875,http://schema.org/,Car,['Sport Utility'],Lexus,Black,4 wheel drive - rear,https://images.autotrader.com/hn/c/706c2644a5fe44e88e3d5bdac6809967.jpg,Lexus,"{'@type': 'QuantitativeValue', 'value': ''}",LX 570,New 2018 Lexus LX 570 4WD,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 92628, 'itemCondition': 'http://schema.org/New', 'availability': 'http://schema.org/InStock'}",2018,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=487259255,8-Cylinder,JTJHY7AX5J4273149,Cabernet,Automatic,,92628,
876,876,http://schema.org/,Car,['Sport Utility'],Lexus,Silver,4 wheel drive - rear,https://images.autotrader.com/pictures/model_info/Imagesv2_US_EN/All/22852.jpg,Lexus,"{'@type': 'QuantitativeValue', 'value': ''}",LX 570,New 2018 Lexus LX 570 4WD,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 91781, 'itemCondition': 'http://schema.org/New', 'availability': 'http://schema.org/InStock'}",2018,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=492783380,8-Cylinder,JTJHY7AX1J4280695,Cabernet Leather With Linear E,Automatic,,91781,
877,877,http://schema.org/,Car,['Sport Utility'],Lexus,White,4 wheel drive - rear,https://images.autotrader.com/pictures/model_info/Imagesv2_US_EN/All/22852.jpg,Lexus,"{'@type': 'QuantitativeValue', 'value': ''}",LX 570,New 2019 Lexus LX 570 4WD,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 90368, 'itemCondition': 'http://schema.org/New', 'availability': 'http://schema.org/InStock'}",2019,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=498702681,8-Cylinder,JTJHY7AX0K4286215,Black,Automatic,,90368,
878,878,http://schema.org/,Car,['Sport Utility'],Lexus,White,4 wheel drive - rear,https://images.autotrader.com/hn/c/c4e6a3f86d684dfaa79f86817ffcf4b6.jpg,Lexus,"{'@type': 'QuantitativeValue', 'value': '12,790'}",LX 570,Used 2018 Lexus LX 570 4WD,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 89995, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2018,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=494645187,8-Cylinder,JTJHY7AX2J4260729,Parchment W/Open Pore Brown Wa,Automatic,12790.0,89995,7.036356528537921
879,879,http://schema.org/,Car,['Sport Utility'],Lexus,Black,4 wheel drive - rear,https://images.autotrader.com/hn/c/11a439574c5b4f9ba20f6575108c4665.jpg,Lexus,"{'@type': 'QuantitativeValue', 'value': '2,142'}",LX 570,Used 2019 Lexus LX 570 4WD,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 89964, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2019,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=497317613,8-Cylinder,JTJHY7AX9K4283166,Black Roof/Moonlight,Automatic,2142.0,89964,42.0
880,880,http://schema.org/,Car,['Sport Utility'],Lexus,Blue,4 wheel drive - rear,https://images.autotrader.com/pictures/model_info/Imagesv2_US_EN/All/22852.jpg,Lexus,"{'@type': 'QuantitativeValue', 'value': ''}",LX 570,New 2019 Lexus LX 570 4WD,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 89964, 'itemCondition': 'http://schema.org/New', 'availability': 'http://schema.org/InStock'}",2019,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=500604197,8-Cylinder,JTJHY7AX4K4288288,Black,Automatic,,89964,
881,881,http://schema.org/,Car,['Sport Utility'],Lexus,Silver,4 wheel drive - rear,https://images.autotrader.com/hn/c/c2b321617de948f58860a3c8701e7b54.jpg,Lexus,"{'@type': 'QuantitativeValue', 'value': ''}",LX 570,New 2019 Lexus LX 570 4WD,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 89964, 'itemCondition': 'http://schema.org/New', 'availability': 'http://schema.org/InStock'}",2019,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=499229117,8-Cylinder,JTJHY7AX3K4286872,Parchment,Automatic,,89964,
882,882,http://schema.org/,Car,['Sport Utility'],Lexus,Black,4 wheel drive - rear,https://images.autotrader.com/pictures/model_info/Imagesv2_US_EN/All/22852.jpg,Lexus,"{'@type': 'QuantitativeValue', 'value': ''}",LX 570,New 2019 Lexus LX 570 4WD,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 89939, 'itemCondition': 'http://schema.org/New', 'availability': 'http://schema.org/InStock'}",2019,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=499266859,8-Cylinder,JTJHY7AX1K4287423,Black,Automatic,,89939,
883,883,http://schema.org/,Car,['Sport Utility'],Lexus,Gray,4 wheel drive - rear,https://images.autotrader.com/pictures/model_info/Imagesv2_US_EN/All/22852.jpg,Lexus,"{'@type': 'QuantitativeValue', 'value': ''}",LX 570,New 2019 Lexus LX 570 4WD,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 89828, 'itemCondition': 'http://schema.org/New', 'availability': 'http://schema.org/InStock'}",2019,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=502201565,8-Cylinder,JTJHY7AXXK4290370,Black,Automatic,,89828,
884,884,http://schema.org/,Car,['Sport Utility'],Lexus,Black,4 wheel drive - rear,https://images.autotrader.com/pictures/model_info/Imagesv2_US_EN/All/22852.jpg,Lexus,"{'@type': 'QuantitativeValue', 'value': ''}",LX 570,New 2019 Lexus LX 570 4WD,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 89719, 'itemCondition': 'http://schema.org/New', 'availability': 'http://schema.org/InStock'}",2019,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=500493006,8-Cylinder,JTJHY7AX9K4288660,,Automatic,,89719,
885,885,http://schema.org/,Car,['Sport Utility'],Lexus,Black,4 wheel drive - rear,https://images.autotrader.com/pictures/model_info/Imagesv2_US_EN/All/22852.jpg,Lexus,"{'@type': 'QuantitativeValue', 'value': ''}",LX 570,New 2019 Lexus LX 570 4WD,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 89719, 'itemCondition': 'http://schema.org/New', 'availability': 'http://schema.org/InStock'}",2019,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=500987176,8-Cylinder,JTJHY7AX1K4288166,,Automatic,,89719,
887,887,http://schema.org/,Car,['Sport Utility'],Lexus,Silver,4 wheel drive - rear,https://images.autotrader.com/pictures/model_info/Imagesv2_US_EN/All/22852.jpg,Lexus,"{'@type': 'QuantitativeValue', 'value': ''}",LX 570,New 2019 Lexus LX 570 4WD,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 89514, 'itemCondition': 'http://schema.org/New', 'availability': 'http://schema.org/InStock'}",2019,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=499984413,8-Cylinder,JTJHY7AX9K4287394,Lr02/Lr02,Automatic,,89514,
888,888,http://schema.org/,Car,['Sport Utility'],Lexus,Silver,4 wheel drive - rear,https://images.autotrader.com/hn/c/3b9979ef95bb488cabc1451158a4d605.jpg,Lexus,"{'@type': 'QuantitativeValue', 'value': ''}",LX 570,New 2019 Lexus LX 570 4WD,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 89495, 'itemCondition': 'http://schema.org/New', 'availability': 'http://schema.org/InStock'}",2019,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=496440914,8-Cylinder,JTJHY7AX6K4284582,,Automatic,,89495,
889,889,http://schema.org/,Car,['Sport Utility'],Lexus,Silver,4 wheel drive - rear,https://images.autotrader.com/pictures/model_info/Imagesv2_US_EN/All/22852.jpg,Lexus,"{'@type': 'QuantitativeValue', 'value': ''}",LX 570,New 2019 Lexus LX 570 4WD,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 89489, 'itemCondition': 'http://schema.org/New', 'availability': 'http://schema.org/InStock'}",2019,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=499376371,8-Cylinder,JTJHY7AX4K4287254,Parchment,Automatic,,89489,
890,890,http://schema.org/,Car,['Sport Utility'],Lexus,,4 wheel drive - rear,https://images.autotrader.com/pictures/model_info/Imagesv2_US_EN/All/22852.jpg,Lexus,"{'@type': 'QuantitativeValue', 'value': ''}",LX 570,New 2019 Lexus LX 570 4WD,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 89290, 'itemCondition': 'http://schema.org/New', 'availability': 'http://schema.org/InStock'}",2019,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=501464828,8-Cylinder,JTJHY7AX9K4289419,Parchment,Automatic,,89290,
891,891,http://schema.org/,Car,['Sport Utility'],Lexus,Silver,4 wheel drive - rear,https://images.autotrader.com/pictures/model_info/Imagesv2_US_EN/All/22852.jpg,Lexus,"{'@type': 'QuantitativeValue', 'value': ''}",LX 570,New 2019 Lexus LX 570 4WD,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 89229, 'itemCondition': 'http://schema.org/New', 'availability': 'http://schema.org/InStock'}",2019,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=498443031,8-Cylinder,JTJHY7AX3K4287682,Other,Automatic,,89229,
893,893,http://schema.org/,Car,['Sport Utility'],Lexus,Silver,4 wheel drive - rear,https://images.autotrader.com/hn/c/8aab669449214ee596e1da8b79ae0186.jpg,Lexus,"{'@type': 'QuantitativeValue', 'value': ''}",LX 570,New 2019 Lexus LX 570 4WD,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 89200, 'itemCondition': 'http://schema.org/New', 'availability': 'http://schema.org/InStock'}",2019,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=499602228,8-Cylinder,JTJHY7AX1K4287082,Lr02/Lr02,Automatic,,89200,
894,894,http://schema.org/,Car,['Sport Utility'],Lexus,Blue,4 wheel drive - rear,https://images.autotrader.com/pictures/model_info/Imagesv2_US_EN/All/22852.jpg,Lexus,"{'@type': 'QuantitativeValue', 'value': ''}",LX 570,New 2019 Lexus LX 570 4WD,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 89200, 'itemCondition': 'http://schema.org/New', 'availability': 'http://schema.org/InStock'}",2019,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=498531915,8-Cylinder,JTJHY7AX4K4285343,Lr21/Black,Automatic,,89200,
895,895,http://schema.org/,Car,['Sport Utility'],Lexus,Blue,4 wheel drive - rear,https://images.autotrader.com/pictures/model_info/Imagesv2_US_EN/All/22852.jpg,Lexus,"{'@type': 'QuantitativeValue', 'value': ''}",LX 570,New 2019 Lexus LX 570 4WD,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 89200, 'itemCondition': 'http://schema.org/New', 'availability': 'http://schema.org/InStock'}",2019,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=500716940,8-Cylinder,JTJHY7AX8K4288407,Lr21,Automatic,,89200,
896,896,http://schema.org/,Car,['Sport Utility'],Lexus,,4 wheel drive - rear,https://images.autotrader.com/pictures/model_info/Imagesv2_US_EN/All/22852.jpg,Lexus,"{'@type': 'QuantitativeValue', 'value': ''}",LX 570,New 2019 Lexus LX 570 4WD,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 89200, 'itemCondition': 'http://schema.org/New', 'availability': 'http://schema.org/InStock'}",2019,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=501511041,8-Cylinder,JTJHY7AX5K4288610,Lr21,Automatic,,89200,
897,897,http://schema.org/,Car,['Sport Utility'],Lexus,White,4 wheel drive - rear,https://images.autotrader.com/hn/c/2d8552365e9c4147a6a7a3455d940372.jpg,Lexus,"{'@type': 'QuantitativeValue', 'value': ''}",LX 570,New 2019 Lexus LX 570 4WD,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 89014, 'itemCondition': 'http://schema.org/New', 'availability': 'http://schema.org/InStock'}",2019,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=501749411,8-Cylinder,JTJHY7AX9K4291896,Lr21/Black,Automatic,,89014,
898,898,http://schema.org/,Car,['Sport Utility'],Lexus,Black,4 wheel drive - rear,https://images.autotrader.com/hn/c/65937f9ada774bfd9b2870f91f02fc7d.jpg,Lexus,"{'@type': 'QuantitativeValue', 'value': '2,480'}",LX 570,Used 2018 Lexus LX 570 4WD,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 88998, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2018,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=498704724,8-Cylinder,JTJHY7AX4J4275216,Parchment,Automatic,2480.0,88998,35.88629032258064
899,899,http://schema.org/,Car,['Sport Utility'],Lexus,Gray,4 wheel drive - rear,https://images.autotrader.com/hn/c/c6bda95b9822471bbcae60fff52e8035.jpg,Lexus,"{'@type': 'QuantitativeValue', 'value': ''}",LX 570,New 2019 Lexus LX 570 4WD,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 88968, 'itemCondition': 'http://schema.org/New', 'availability': 'http://schema.org/InStock'}",2019,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=496608256,8-Cylinder,JTJHY7AX4K4284273,Black,Automatic,,88968,
900,900,http://schema.org/,Car,['Sport Utility'],Lexus,Black,4 wheel drive - rear,https://images.autotrader.com/hn/c/efc0c58f9bdb43b99bc06bf662ca8cad.jpg,Lexus,"{'@type': 'QuantitativeValue', 'value': ''}",LX 570,New 2019 Lexus LX 570 4WD,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 88905, 'itemCondition': 'http://schema.org/New', 'availability': 'http://schema.org/InStock'}",2019,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=501115585,8-Cylinder,JTJHY7AX7K4290164,Black,Automatic,,88905,
901,901,http://schema.org/,Car,['Sport Utility'],Lexus,Gray,4 wheel drive - rear,https://images.autotrader.com/pictures/model_info/Imagesv2_US_EN/All/22852.jpg,Lexus,"{'@type': 'QuantitativeValue', 'value': ''}",LX 570,New 2019 Lexus LX 570 4WD,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 88825, 'itemCondition': 'http://schema.org/New', 'availability': 'http://schema.org/InStock'}",2019,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=501965032,8-Cylinder,JTJHY7AX3K4289352,Lr21/Black,Automatic,,88825,
902,902,http://schema.org/,Car,['Sport Utility'],Lexus,White,4 wheel drive - rear,https://images.autotrader.com/pictures/model_info/Imagesv2_US_EN/All/22852.jpg,Lexus,"{'@type': 'QuantitativeValue', 'value': ''}",LX 570,New 2019 Lexus LX 570 4WD,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 88825, 'itemCondition': 'http://schema.org/New', 'availability': 'http://schema.org/InStock'}",2019,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=501760777,8-Cylinder,JTJHY7AX8K4289122,Lr21/Black,Automatic,,88825,
903,903,http://schema.org/,Car,['Sport Utility'],Lexus,White,4 wheel drive - rear,https://images.autotrader.com/hn/c/3667ec034584450f8f8cbbfb7c5b249a.jpg,Lexus,"{'@type': 'QuantitativeValue', 'value': ''}",LX 570,New 2019 Lexus LX 570 4WD,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 88769, 'itemCondition': 'http://schema.org/New', 'availability': 'http://schema.org/InStock'}",2019,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=498645081,8-Cylinder,JTJHY7AX3K4289271,Lr02 Lr02,Automatic,,88769,
904,904,http://schema.org/,Car,['Sport Utility'],Lexus,Black,4 wheel drive - rear,https://images.autotrader.com/hn/c/ad5fad8b0aeb4b6f9a9dfc61d2099b89.jpg,Lexus,"{'@type': 'QuantitativeValue', 'value': ''}",LX 570,New 2019 Lexus LX 570 4WD,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 88769, 'itemCondition': 'http://schema.org/New', 'availability': 'http://schema.org/InStock'}",2019,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=498497158,8-Cylinder,JTJHY7AX3K4286287,,Automatic,,88769,
905,905,http://schema.org/,Car,['Sport Utility'],Lexus,White,4 wheel drive - rear,https://images.autotrader.com/hn/c/59c88fc5242c4b3ca04bbcc7e8922f89.jpg,Lexus,"{'@type': 'QuantitativeValue', 'value': ''}",LX 570,New 2019 Lexus LX 570 4WD,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 88769, 'itemCondition': 'http://schema.org/New', 'availability': 'http://schema.org/InStock'}",2019,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=498818265,8-Cylinder,JTJHY7AX1K4285655,,Automatic,,88769,
906,906,http://schema.org/,Car,['Sport Utility'],Lexus,Black,4 wheel drive - rear,https://images.autotrader.com/hn/c/58c4c5a958da44eb8f4394ee6b35625d.jpg,Lexus,"{'@type': 'QuantitativeValue', 'value': ''}",LX 570,New 2019 Lexus LX 570 4WD,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 88769, 'itemCondition': 'http://schema.org/New', 'availability': 'http://schema.org/InStock'}",2019,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=501908641,8-Cylinder,JTJHY7AX9K4289503,,Automatic,,88769,
908,908,http://schema.org/,Car,['Sport Utility'],Lexus,Black,4 wheel drive - rear,https://images.autotrader.com/hn/c/a1d0d64f4f5647468203ebf27d1629a7.jpg,Lexus,"{'@type': 'QuantitativeValue', 'value': ''}",LX 570,New 2019 Lexus LX 570 4WD,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 88744, 'itemCondition': 'http://schema.org/New', 'availability': 'http://schema.org/InStock'}",2019,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=500897837,8-Cylinder,JTJHY7AX2K4289777,Parchment,Automatic,,88744,
909,909,http://schema.org/,Car,['Sport Utility'],Lexus,White,4 wheel drive - rear,https://images.autotrader.com/pictures/model_info/Imagesv2_US_EN/All/22852.jpg,Lexus,"{'@type': 'QuantitativeValue', 'value': ''}",LX 570,New 2019 Lexus LX 570 4WD,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 88708, 'itemCondition': 'http://schema.org/New', 'availability': 'http://schema.org/InStock'}",2019,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=497466251,8-Cylinder,JTJHY7AX4K4284886,Parchment Leather With Open Po,Automatic,,88708,
910,910,http://schema.org/,Car,['Sport Utility'],Lexus,Black,4 wheel drive - rear,https://images.autotrader.com/hn/c/4d11e9ee8d814eb594db2e9c0990ab05.jpg,Lexus,"{'@type': 'QuantitativeValue', 'value': ''}",LX 570,New 2019 Lexus LX 570 4WD,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 88654, 'itemCondition': 'http://schema.org/New', 'availability': 'http://schema.org/InStock'}",2019,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=499231488,8-Cylinder,JTJHY7AX5K4289238,Parchment,Automatic,,88654,
911,911,http://schema.org/,Car,['Sport Utility'],Lexus,Silver,4 wheel drive - rear,https://images.autotrader.com/hn/c/19ce83f5ec32474a84a6008ff5f1bed2.jpg,Lexus,"{'@type': 'QuantitativeValue', 'value': ''}",LX 570,New 2019 Lexus LX 570 4WD,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 88654, 'itemCondition': 'http://schema.org/New', 'availability': 'http://schema.org/InStock'}",2019,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=499216113,8-Cylinder,JTJHY7AX1K4287924,Parchment,Automatic,,88654,
912,912,http://schema.org/,Car,['Sport Utility'],Lexus,Black,4 wheel drive - rear,https://images.autotrader.com/hn/c/1a2e71f074784bdfa29eb9b6b7accc86.jpg,Lexus,"{'@type': 'QuantitativeValue', 'value': ''}",LX 570,New 2019 Lexus LX 570 4WD,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 88654, 'itemCondition': 'http://schema.org/New', 'availability': 'http://schema.org/InStock'}",2019,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=495807194,8-Cylinder,JTJHY7AX7K4282582,Parchment,Automatic,,88654,
913,913,http://schema.org/,Car,['Sport Utility'],Lexus,Black,4 wheel drive - rear,https://images.autotrader.com/hn/c/6c4c6645fd234bc68456e2bf507a9053.jpg,Lexus,"{'@type': 'QuantitativeValue', 'value': ''}",LX 570,New 2019 Lexus LX 570 4WD,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 88654, 'itemCondition': 'http://schema.org/New', 'availability': 'http://schema.org/InStock'}",2019,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=501260900,8-Cylinder,JTJHY7AX3K4290825,Black,Automatic,,88654,
915,915,http://schema.org/,Car,['Sport Utility'],Lexus,Black,4 wheel drive - rear,https://images.autotrader.com/hn/c/638ca5e438dd473a889772fe58a8f1d6.jpg,Lexus,"{'@type': 'QuantitativeValue', 'value': ''}",LX 570,New 2019 Lexus LX 570 4WD,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 88654, 'itemCondition': 'http://schema.org/New', 'availability': 'http://schema.org/InStock'}",2019,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=500212766,8-Cylinder,JTJHY7AXXK4288182,Parchment,Automatic,,88654,
916,916,http://schema.org/,Car,['Sport Utility'],Lexus,Blue,4 wheel drive - rear,https://images.autotrader.com/hn/c/4e7ae775bb9647e08ca6166ed20a669b.jpg,Lexus,"{'@type': 'QuantitativeValue', 'value': ''}",LX 570,New 2019 Lexus LX 570 4WD,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 88645, 'itemCondition': 'http://schema.org/New', 'availability': 'http://schema.org/InStock'}",2019,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=499273820,8-Cylinder,JTJHY7AX7K4288611,Black,Automatic,,88645,
917,917,http://schema.org/,Car,['Sport Utility'],Lexus,Gray,4 wheel drive - rear,https://images.autotrader.com/pictures/model_info/Imagesv2_US_EN/All/22852.jpg,Lexus,"{'@type': 'QuantitativeValue', 'value': ''}",LX 570,New 2019 Lexus LX 570 4WD,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 88509, 'itemCondition': 'http://schema.org/New', 'availability': 'http://schema.org/InStock'}",2019,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=499563958,8-Cylinder,JTJHY7AX6K4288079,Lr02,Automatic,,88509,
918,918,http://schema.org/,Car,['Sport Utility'],Lexus,Black,4 wheel drive - rear,https://images.autotrader.com/pictures/model_info/Imagesv2_US_EN/All/22852.jpg,Lexus,"{'@type': 'QuantitativeValue', 'value': ''}",LX 570,New 2019 Lexus LX 570 4WD,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 88464, 'itemCondition': 'http://schema.org/New', 'availability': 'http://schema.org/InStock'}",2019,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=501610019,8-Cylinder,JTJHY7AX9K4289744,,Automatic,,88464,
919,919,http://schema.org/,Car,['Sport Utility'],Lexus,Gray,4 wheel drive - rear,https://images.autotrader.com/pictures/model_info/Imagesv2_US_EN/All/22852.jpg,Lexus,"{'@type': 'QuantitativeValue', 'value': ''}",LX 570,New 2019 Lexus LX 570 4WD,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 88464, 'itemCondition': 'http://schema.org/New', 'availability': 'http://schema.org/InStock'}",2019,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=501609635,8-Cylinder,JTJHY7AX5K4289742,Black,Automatic,,88464,
