,index,@context,@type,bodyType,brand,color,driveWheelConfiguration,image,manufacturer,mileageFromOdometer,model,name,offers,productionDate,url,vehicleEngine,vehicleIdentificationNumber,vehicleInteriorColor,vehicleTransmission,mileage,price
973,973,http://schema.org/,Car,['Sedan'],Toyota,Blue,2 wheel drive - front,,Toyota,"{'@type': 'QuantitativeValue', 'value': '84,580'}",Corolla,Used 2009 Toyota Corolla S,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7988, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2009,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,2T1BU40E39C118577,Dark Charcoal,Automatic,84580.0,7988
974,974,http://schema.org/,Car,['Sedan'],Toyota,White,2 wheel drive - front,https://images.autotrader.com/hn/c/f1bf7bba28cd4aa1ad4ba43ac50c5c60.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '106,711'}",Corolla,Used 2010 Toyota Corolla LE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7988, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,2T1BU4EE9AC476957,,Automatic,106711.0,7988
975,975,http://schema.org/,Car,['Sedan'],Toyota,Gray,2 wheel drive - front,https://images.autotrader.com/hn/c/13e485d7ff0e4ec2b952bbf784f7c1bf.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '49,160'}",Corolla,Used 2010 Toyota Corolla LE Sedan,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7988, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,1NXBU4EE4AZ263980,Beige,Automatic,49160.0,7988
976,976,http://schema.org/,Car,['Sedan'],Toyota,Red,2 wheel drive - front,https://images.autotrader.com/hn/c/a5675e5fb74345bc9e78eb7dea288d90.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '139,066'}",Corolla,Used 2009 Toyota Corolla,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7987, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2009,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,1NXBU40E99Z018496,,,139066.0,7987
977,977,http://schema.org/,Car,['Sedan'],Toyota,,2 wheel drive - front,https://images.autotrader.com/hn/c/9fbbed31aee04327b369e8fe68fcccde.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '17,681'}",Corolla,Used 2006 Toyota Corolla S,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7981, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2006,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,2T1BR30E36C592570,Dark Charcoal,Automatic,17681.0,7981
978,978,http://schema.org/,Car,['Sedan'],Toyota,Silver,2 wheel drive - front,https://images.autotrader.com/hn/c/a7c4f700ce79475f95ffb2e599463f47.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '54,934'}",Corolla,Used 2008 Toyota Corolla LE Sedan,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7978, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2008,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,1NXBR32E68Z001792,Gray,Automatic,54934.0,7978
979,979,http://schema.org/,Car,['Sedan'],Toyota,White,2 wheel drive - front,https://images.autotrader.com/hn/c/156e423d306741f09856d30976eb84f0.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '71,104'}",Corolla,Used 2010 Toyota Corolla LE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7977, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,2T1BU4EE4AC529452,Ash,Automatic,71104.0,7977
980,980,http://schema.org/,Car,['Sedan'],Toyota,Charcoal,2 wheel drive - front,https://images.autotrader.com/hn/c/ab7e5ef805594ab1b2623978fb07acbf.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '108,561'}",Corolla,Used 2009 Toyota Corolla S,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7975, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2009,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,1NXBU40E59Z145407,Charcoal,Automatic,108561.0,7975
981,981,http://schema.org/,Car,['Sedan'],Toyota,Black,2 wheel drive - front,https://images.autotrader.com/hn/c/e68f1d2004d949d7bf6f6f8792cc7e56.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '81,422'}",Corolla,Used 2009 Toyota Corolla S,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7975, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2009,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,2T1BU40E89C088606,Black,Automatic,81422.0,7975
982,982,http://schema.org/,Car,['Sedan'],Toyota,Blue,2 wheel drive - front,https://images.autotrader.com/hn/c/b95c89eb558f46cdaab1f81c8f412a40.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '106,680'}",Corolla,Used 2010 Toyota Corolla LE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7970, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,1NXBU4EE9AZ265837,Ash,,106680.0,7970
983,983,http://schema.org/,Car,['Sedan'],Toyota,Gray,2 wheel drive - front,https://images.autotrader.com/hn/c/e2e2c98ce23945c7abc233ed791db9d6.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '110,150'}",Corolla,Used 2010 Toyota Corolla LE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7968, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,1NXBU4EE2AZ235434,,Automatic,110150.0,7968
984,984,http://schema.org/,Car,['Sedan'],Toyota,Gray,2 wheel drive - front,https://images.autotrader.com/hn/c/8be84e1f5b5249039dcbc37688dd9c0f.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '79,671'}",Corolla,Used 2010 Toyota Corolla LE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7942, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,JTDBU4EE9AJ082816,Ash,Automatic,79671.0,7942
985,985,http://schema.org/,Car,['Sedan'],Toyota,Gray,2 wheel drive - front,https://images.autotrader.com/hn/c/d00ab58efaef4691a3b03998600b2033.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '76,876'}",Corolla,Used 2010 Toyota Corolla LE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7919, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,JTDBU4EEXAJ085093,Ash,Automatic,76876.0,7919
986,986,http://schema.org/,Car,['Sedan'],Toyota,Blue,2 wheel drive - front,https://images.autotrader.com/hn/c/dd6f3b664bae4bed946ffff15386e0c2.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '93,444'}",Corolla,Used 2010 Toyota Corolla LE Sedan,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7900, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,1NXBU4EE0AZ252555,,Automatic,93444.0,7900
987,987,http://schema.org/,Car,['Sedan'],Toyota,Red,2 wheel drive - front,https://images.autotrader.com/hn/c/adea59dba95a4f9c8d1f28cdb2d1c32e.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '72,703'}",Corolla,Used 2010 Toyota Corolla LE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7900, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,1NXBU4EE6AZ292834,Gray,Automatic,72703.0,7900
988,988,http://schema.org/,Car,['Sedan'],Toyota,Silver,2 wheel drive - front,https://images.autotrader.com/hn/c/313faaf77b154583bc74714595af0b9a.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '96,488'}",Corolla,Used 2010 Toyota Corolla LE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7900, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,2T1BU4EE3AC311213,,Automatic,96488.0,7900
989,989,http://schema.org/,Car,['Sedan'],Toyota,Gray,2 wheel drive - front,https://images.autotrader.com/hn/c/d6d11ff312ef4f6a988d425a60afec1a.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '118,109'}",Corolla,Used 2009 Toyota Corolla,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7897, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2009,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,JTDBL40E19J006447,Gray,Automatic,118109.0,7897
990,990,http://schema.org/,Car,['Sedan'],Toyota,Silver,2 wheel drive - front,https://images.autotrader.com/hn/c/779edbed39a24d7d8244be8dfa1f2879.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '92,672'}",Corolla,Used 2010 Toyota Corolla S,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7891, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,1NXBU4EE9AZ271511,Dark Charcoal,Automatic,92672.0,7891
991,991,http://schema.org/,Car,['Sedan'],Toyota,Gray,2 wheel drive - front,https://images.autotrader.com/hn/c/2230e6cb2ec745fb89fa233c98cb5355.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '114,870'}",Corolla,Used 2010 Toyota Corolla S,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7881, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,1NXBU4EE0AZ205297,Dark Charcoal,Automatic,114870.0,7881
992,992,http://schema.org/,Car,['Sedan'],Toyota,Gray,2 wheel drive - front,,Toyota,"{'@type': 'QuantitativeValue', 'value': '104,330'}",Corolla,Used 2010 Toyota Corolla LE Sedan,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7880, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,2T1BU4EE8AC200303,Gray,Automatic,104330.0,7880
993,993,http://schema.org/,Car,['Sedan'],Toyota,Red,2 wheel drive - front,https://images.autotrader.com/hn/c/f0ba943f9ab74a22b55f8f828db1dac6.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '131,631'}",Corolla,Used 2010 Toyota Corolla LE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7824, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,1NXBU4EE9AZ350984,Gray,Automatic,131631.0,7824
994,994,http://schema.org/,Car,['Sedan'],Toyota,Gray,2 wheel drive - front,https://images.autotrader.com/hn/c/d26d9a3bfa63488e832c770ca3e919c1.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '90,170'}",Corolla,Used 2010 Toyota Corolla S,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7797, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,2T1BU4EE2AC233166,Black,,90170.0,7797
995,995,http://schema.org/,Car,['Sedan'],Toyota,Silver,2 wheel drive - front,https://images.autotrader.com/hn/c/d19d588b476b4f7ba67f47c3853df18f.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '126,997'}",Corolla,Used 2010 Toyota Corolla LE Sedan,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7790, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,1NXBU4EE7AZ317210,,Automatic,126997.0,7790
996,996,http://schema.org/,Car,['Sedan'],Toyota,Silver,2 wheel drive - front,https://images.autotrader.com/hn/c/a7848e13008a4aaa9811834a89d1e46d.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '65,043'}",Corolla,Used 2008 Toyota Corolla S,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7785, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2008,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,2T1BR32E78C913297,Gray Cloth,Automatic,65043.0,7785
997,997,http://schema.org/,Car,['Sedan'],Toyota,,2 wheel drive - front,https://images.autotrader.com/hn/c/cb098994dc43470a9e75da11d39d96b9.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '90,575'}",Corolla,Used 2009 Toyota Corolla LE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7780, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2009,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,JTDBL40E299094135,33090,Automatic,90575.0,7780
998,998,http://schema.org/,Car,['Sedan'],Toyota,Silver,2 wheel drive - front,,Toyota,"{'@type': 'QuantitativeValue', 'value': '87,913'}",Corolla,Used 2008 Toyota Corolla CE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7715, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2008,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,1NXBR32E68Z979015,,Automatic,87913.0,7715
999,999,http://schema.org/,Car,['Sedan'],Toyota,Silver,2 wheel drive - front,https://images.autotrader.com/hn/c/23d0631a776449cd85c764b01940161c.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '83,107'}",Corolla,Used 2009 Toyota Corolla,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7700, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2009,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,JTDBL40E99J046954,Ash,Automatic,83107.0,7700
1000,1000,http://schema.org/,Car,['Sedan'],Toyota,Silver,2 wheel drive - front,https://images.autotrader.com/hn/c/fdf59217e2da4d1e88bd479593490f39.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '97,519'}",Corolla,Used 2010 Toyota Corolla,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7700, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,1NXBU4EE0AZ258629,Ash,Manual,97519.0,7700
1001,1001,http://schema.org/,Car,['Sedan'],Toyota,Red,2 wheel drive - front,,Toyota,"{'@type': 'QuantitativeValue', 'value': '100,917'}",Corolla,Used 2010 Toyota Corolla LE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7699, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,1NXBU4EE0AZ197685,,,100917.0,7699
1002,1002,http://schema.org/,Car,['Sedan'],Toyota,White,2 wheel drive - front,,Toyota,"{'@type': 'QuantitativeValue', 'value': '70,174'}",Corolla,Used 2009 Toyota Corolla LE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7697, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2009,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,1NXBU40E29Z057432,,Automatic,70174.0,7697
1003,1003,http://schema.org/,Car,['Sedan'],Toyota,Red,2 wheel drive - front,https://images.autotrader.com/images/2018/9/27/496/146/43630457890.496146310.IM1.MAIN.1600x1200_A.1600x900.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '86,311'}",Corolla,Used 2009 Toyota Corolla LE Premium,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7695, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2009,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,JTDBL40E69J020098,Black,Automatic,86311.0,7695
1004,1004,http://schema.org/,Car,['Sedan'],Toyota,Red,2 wheel drive - front,https://images.autotrader.com/hn/c/d43de84e69714415972e44fb689988ab.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '85,729'}",Corolla,Used 2009 Toyota Corolla LE Sedan,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7600, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2009,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,JTDBL40E19J027279,Tan,Automatic,85729.0,7600
1005,1005,http://schema.org/,Car,['Sedan'],Toyota,Silver,2 wheel drive - front,https://images.autotrader.com/hn/c/f65ef62df2cc4953b223b1014c7f06e8.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '155,837'}",Corolla,Used 2009 Toyota Corolla S,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7600, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2009,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,1NXBU40E89Z074008,Dark Charcoal,Manual,155837.0,7600
1006,1006,http://schema.org/,Car,['Sedan'],Toyota,Gold,2 wheel drive - front,,Toyota,"{'@type': 'QuantitativeValue', 'value': '72,818'}",Corolla,Used 2010 Toyota Corolla LE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7599, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,1NXBU4EE2AZ366704,Ash,Automatic,72818.0,7599
1007,1007,http://schema.org/,Car,['Sedan'],Toyota,Gray,2 wheel drive - front,,Toyota,"{'@type': 'QuantitativeValue', 'value': '118,565'}",Corolla,Used 2009 Toyota Corolla,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7591, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2009,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,JTDBL40E39J025498,Ash,Automatic,118565.0,7591
1008,1008,http://schema.org/,Car,['Sedan'],Toyota,White,2 wheel drive - front,https://images.autotrader.com/hn/c/94d9c66f1611489ab86280dffbbb0165.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '146,700'}",Corolla,Used 2010 Toyota Corolla S,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7588, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,2T1BU4EE0AC416517,Black,Automatic,146700.0,7588
1009,1009,http://schema.org/,Car,['Sedan'],Toyota,Silver,2 wheel drive - front,https://images.autotrader.com/hn/c/b0d4d31f93fa4d2980301e640668e479.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '115,016'}",Corolla,Used 2009 Toyota Corolla LE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7588, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2009,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,1NXBU40E69Z154794,Ash Cloth,Automatic,115016.0,7588
1010,1010,http://schema.org/,Car,['Sedan'],Toyota,Red,2 wheel drive - front,https://images.autotrader.com/hn/c/fd6e3af5415246d383db71f3765485c9.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '171,649'}",Corolla,Used 2007 Toyota Corolla S,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7500, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2007,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,1NXBR32E17Z820997,,Automatic,171649.0,7500
1011,1011,http://schema.org/,Car,['Sedan'],Toyota,Gray,2 wheel drive - front,https://images.autotrader.com/hn/c/e59a2c92411948d4b8f80df3b3813d8b.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '140,428'}",Corolla,Used 2008 Toyota Corolla S,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7500, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2008,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,1NXBR32E08Z014148,Dark Charcoal,Automatic,140428.0,7500
1012,1012,http://schema.org/,Car,['Sedan'],Toyota,Gray,2 wheel drive - front,https://images.autotrader.com/hn/c/841b7285b85a46c49c64876145f9a27b.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '158,608'}",Corolla,Used 2010 Toyota Corolla LE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7500, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,1NXBU4EE6AZ192295,,Automatic,158608.0,7500
1013,1013,http://schema.org/,Car,['Sedan'],Toyota,Burgundy,2 wheel drive - front,https://images.autotrader.com/hn/c/4c28f7892ea84c9683843f93a5645290.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '116,010'}",Corolla,Used 2010 Toyota Corolla S,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7500, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,2T1BU4EE6AC367694,Charcoal,Manual,116010.0,7500
1014,1014,http://schema.org/,Car,['Sedan'],Toyota,White,2 wheel drive - front,https://images.autotrader.com/hn/c/e86134aba4b84f06882fc7f1569a5205.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '103,212'}",Corolla,Used 2009 Toyota Corolla,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7500, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2009,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,JTDBL40E299094281,Bisque,Automatic,103212.0,7500
1015,1015,http://schema.org/,Car,['Sedan'],Toyota,Red,2 wheel drive - front,https://images.autotrader.com/hn/c/9ee8c4a7930543adb6c3bc448ebf245d.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '101,600'}",Corolla,Used 2009 Toyota Corolla LE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7500, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2009,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,JTDBL40E699040269,,Automatic,101600.0,7500
1016,1016,http://schema.org/,Car,['Sedan'],Toyota,,2 wheel drive - front,,Toyota,"{'@type': 'QuantitativeValue', 'value': '93,764'}",Corolla,Used 2009 Toyota Corolla,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7500, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2009,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,JTDBL40E19J003709,,,93764.0,7500
1017,1017,http://schema.org/,Car,['Sedan'],Toyota,White,2 wheel drive - front,,Toyota,"{'@type': 'QuantitativeValue', 'value': '90,836'}",Corolla,Used 2010 Toyota Corolla LE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7500, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,2T1BU4EEXAC531433,Ash,Automatic,90836.0,7500
1018,1018,http://schema.org/,Car,['Sedan'],Toyota,White,2 wheel drive - front,https://images.autotrader.com/images/2018/11/7/460/675/43634007850.460675076.IM1.MAIN.800x600_A.800x600.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '127,615'}",Corolla,Used 2010 Toyota Corolla LE Sedan,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7499, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,1NXBU4EE9AZ286767,Gray,Automatic,127615.0,7499
1019,1019,http://schema.org/,Car,['Sedan'],Toyota,Silver,2 wheel drive - front,https://images.autotrader.com/hn/c/78081bebdffc4de097c1ef03bf529299.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '81,549'}",Corolla,Used 2009 Toyota Corolla LE Sedan,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7495, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2009,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,JTDBL40E09J008125,Dark Charcoal,Automatic,81549.0,7495
1020,1020,http://schema.org/,Car,['Sedan'],Toyota,Black,2 wheel drive - front,https://images.autotrader.com/hn/c/571e545b68964da6874474e089b9b671.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '114,298'}",Corolla,Used 2009 Toyota Corolla S,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7495, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2009,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,1NXBU40E39Z157751,Black,Automatic,114298.0,7495
