,index,@context,@type,bodyType,brand,color,driveWheelConfiguration,image,manufacturer,mileageFromOdometer,model,name,offers,productionDate,url,vehicleEngine,vehicleIdentificationNumber,vehicleInteriorColor,vehicleTransmission,price,mileage,price_over_mileage,trim
920,920,http://schema.org/,Car,['Sedan'],Toyota,Black,2 wheel drive - front,https://images.autotrader.com/hn/c/35a5ab26def94c2f938d76281926b7a5.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '97,729'}",Corolla,Used 2010 Toyota Corolla,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 8490, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=501091646,4-Cylinder,1NXBU4EEXAZ382004,Dark Charcoal,Automatic,8490,97729.0,0.0868728831769485,
921,921,http://schema.org/,Car,['Sedan'],Toyota,White,2 wheel drive - front,https://images.autotrader.com/images/2018/12/4/501/890/43636162431.501890978.IM1.MAIN.1600x1200_A.1600x1067.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '63,135'}",Corolla,Used 2010 Toyota Corolla S,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 8490, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=501890978,4-Cylinder,2T1BU4EE2AC495933,Black,Automatic,8490,63135.0,0.1344737467331908, S
922,922,http://schema.org/,Car,['Sedan'],Toyota,Tan,2 wheel drive - front,https://images.autotrader.com/hn/c/a47527e2d70740acba4d5712b09aae44.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '91,810'}",Corolla,Used 2009 Toyota Corolla LE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 8489, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2009,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=497951465,4-Cylinder,1NXBU40E99Z154465,,Automatic,8489,91810.0,0.09246269469556694, LE
923,923,http://schema.org/,Car,['Sedan'],Toyota,Gold,2 wheel drive - front,,Toyota,"{'@type': 'QuantitativeValue', 'value': '84,931'}",Corolla,Used 2010 Toyota Corolla,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 8488, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=501542960,4-Cylinder,1NXBU4EE0AZ333927,,Automatic,8488,84931.0,0.09993995125454781,
924,924,http://schema.org/,Car,['Sedan'],Toyota,Gray,2 wheel drive - front,https://images.autotrader.com/hn/c/73b9433486ec4c63a5a7868c6a4b5dea.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '84,154'}",Corolla,Used 2010 Toyota Corolla S,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 8467, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=501323602,4-Cylinder,2T1BU4EE8AC490526,Dark Charcoal,Automatic,8467,84154.0,0.10061316158471374, S
925,925,http://schema.org/,Car,['Sedan'],Toyota,White,2 wheel drive - front,https://images.autotrader.com/hn/c/18c140f9dead4afbb95171b95a7d59e6.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '109,926'}",Corolla,Used 2010 Toyota Corolla LE Sedan,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 8450, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=501213711,4-Cylinder,JTDBU4EEXA9107319,,Automatic,8450,109926.0,0.07686989429252407, LE Sedan
926,926,http://schema.org/,Car,['Sedan'],Toyota,Gray,2 wheel drive - front,https://images.autotrader.com/hn/c/ecc9f8eefa784817b79f83dd582b7d97.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '95,411'}",Corolla,Used 2010 Toyota Corolla LE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 8450, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=497519486,4-Cylinder,2T1BU4EE4AC409487,,Automatic,8450,95411.0,0.08856421167370639, LE
927,927,http://schema.org/,Car,['Sedan'],Toyota,Black,2 wheel drive - front,https://images.autotrader.com/hn/c/5c7828f494ad4381b475d0cf0a43f4b3.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '134,338'}",Corolla,Used 2010 Toyota Corolla S,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 8440, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=501018550,4-Cylinder,2T1BU4EE3AC283171,,,8440,134338.0,0.062826601557266, S
928,928,http://schema.org/,Car,['Sedan'],Toyota,Black,2 wheel drive - front,,Toyota,"{'@type': 'QuantitativeValue', 'value': '71,816'}",Corolla,Used 2010 Toyota Corolla,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 8416, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=501614407,4-Cylinder,2T1BU4EE6AC248849,,,8416,71816.0,0.11718837027960344,
932,932,http://schema.org/,Car,['Sedan'],Toyota,Silver,2 wheel drive - front,https://images.autotrader.com/hn/c/1b117562db67421e9e5c309d65ab77de.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '82,765'}",Corolla,Used 2009 Toyota Corolla XRS,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 8400, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2009,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=501583538,4-Cylinder,1NXBE40E89Z004604,,Automatic,8400,82765.0,0.10149217664471696, XRS
933,933,http://schema.org/,Car,['Sedan'],Toyota,Charcoal,2 wheel drive - front,https://images.autotrader.com/hn/c/0ac328bce3da4cbcb6f7c419e0e7823f.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '111,107'}",Corolla,Used 2009 Toyota Corolla S,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 8390, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2009,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=497066646,4-Cylinder,1NXBU40E99Z085602,Black,Automatic,8390,111107.0,0.07551279397337701, S
934,934,http://schema.org/,Car,['Sedan'],Toyota,Red,2 wheel drive - front,https://images.autotrader.com/hn/c/28c44de5ea5145bab5df8df9a0867877.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '126,397'}",Corolla,Used 2010 Toyota Corolla S,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 8388, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=489822717,4-Cylinder,1NXBU4EE5AZ195849,Black,Automatic,8388,126397.0,0.06636233454907949, S
935,935,http://schema.org/,Car,['Sedan'],Toyota,Silver,2 wheel drive - front,https://images.autotrader.com/hn/c/09dfa9b93bef4b9eb67797827f98c0f4.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '84,134'}",Corolla,Used 2010 Toyota Corolla LE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 8350, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=498143286,4-Cylinder,1NXBU4EE0AZ338321,Ash,Automatic,8350,84134.0,0.09924644020253405, LE
936,936,http://schema.org/,Car,['Sedan'],Toyota,,2 wheel drive - front,https://images.autotrader.com/hn/c/496e66d4ef264c5896f58ec2aa4b516b.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '74,217'}",Corolla,Used 2009 Toyota Corolla,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 8300, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2009,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=498430280,4-Cylinder,JTDBL40E799065150,,,8300,74217.0,0.11183421588045865,
937,937,http://schema.org/,Car,['Sedan'],Toyota,White,2 wheel drive - front,https://images.autotrader.com/hn/c/5741834327474b7b9d40d10ed27caa0c.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '107,542'}",Corolla,Used 2009 Toyota Corolla LE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 8299, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2009,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=497734929,4-Cylinder,JTDBL40E299083295,Gray,Automatic,8299,107542.0,0.07716984991910138, LE
938,938,http://schema.org/,Car,['Sedan'],Toyota,White,2 wheel drive - front,https://images.autotrader.com/hn/c/b67724e3eb21476bb23de3f4dee8c2df.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '67,250'}",Corolla,Used 2010 Toyota Corolla LE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 8295, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=486873999,4-Cylinder,1NXBU4EE3AZ265333,Gray,Automatic,8295,67250.0,0.12334572490706319, LE
939,939,http://schema.org/,Car,['Sedan'],Toyota,Blue,2 wheel drive - front,https://images.autotrader.com/hn/c/68c7b97ac32e4531b4277a4b120e39a2.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '132,547'}",Corolla,Used 2010 Toyota Corolla S,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 8289, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=500431412,4-Cylinder,1NXBU4EE8AZ229718,Dark Charcoal,Automatic,8289,132547.0,0.06253630787569692, S
940,940,http://schema.org/,Car,['Sedan'],Toyota,Red,2 wheel drive - front,https://images.autotrader.com/hn/c/71d882c44bbb4b3ab139890e9e87bb1e.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '104,791'}",Corolla,Used 2010 Toyota Corolla LE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 8250, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=499334329,4-Cylinder,1NXBU4EE7AZ367668,Ash,Automatic,8250,104791.0,0.07872813504976572, LE
941,941,http://schema.org/,Car,['Sedan'],Toyota,Burgundy,2 wheel drive - front,https://images.autotrader.com/hn/c/1770b2af09b448428bda955eb4f7e712.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '112,670'}",Corolla,Used 2010 Toyota Corolla S,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 8200, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=495906726,4-Cylinder,2T1BU4EE2AC453309,Charcoal,Automatic,8200,112670.0,0.07277891186651282, S
942,942,http://schema.org/,Car,['Sedan'],Toyota,,2 wheel drive - front,https://images.autotrader.com/hn/c/db66d74e8b2c469ca6d3dfe6a940ead7.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '89,219'}",Corolla,Used 2009 Toyota Corolla LE Sedan,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 8200, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2009,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=501522798,4-Cylinder,JTDBL40E999059530,,Automatic,8200,89219.0,0.09190867416133335, LE Sedan
943,943,http://schema.org/,Car,['Sedan'],Toyota,,2 wheel drive - front,,Toyota,"{'@type': 'QuantitativeValue', 'value': '88,001'}",Corolla,Used 2010 Toyota Corolla,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 8199, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=501629276,4-Cylinder,JTDBU4EE7A9114289,,,8199,88001.0,0.09316939580232043,
944,944,http://schema.org/,Car,['Sedan'],Toyota,Gray,2 wheel drive - front,,Toyota,"{'@type': 'QuantitativeValue', 'value': '171,220'}",Corolla,Used 2010 Toyota Corolla,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 8075, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=502143952,4-Cylinder,2T1BU4EE4AC305842,,,8075,171220.0,0.04716154654830043,
945,945,http://schema.org/,Car,['Sedan'],Toyota,Silver,2 wheel drive - front,https://images.autotrader.com/hn/c/d1e9e18d8f28415591b036543cbd325a.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '85,381'}",Corolla,Used 2009 Toyota Corolla XLE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 8000, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2009,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=500903998,4-Cylinder,JTDBL40EX99086543,Ash,Automatic,8000,85381.0,0.0936976610721355, XLE
946,946,http://schema.org/,Car,['Sedan'],Toyota,Red,2 wheel drive - front,https://images.autotrader.com/images/2018/8/23/493/213/43627490198.493213490.IM1.MAIN.1600x1200_A.1600x1200.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '72,691'}",Corolla,Used 2009 Toyota Corolla,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 8000, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2009,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=493213490,4-Cylinder,1NXBU40E29Z058967,Gray,Manual,8000,72691.0,0.11005488987632582,
947,947,http://schema.org/,Car,['Sedan'],Toyota,Gray,2 wheel drive - front,,Toyota,"{'@type': 'QuantitativeValue', 'value': '86,700'}",Corolla,Used 2010 Toyota Corolla,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 8000, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=501580740,4-Cylinder,2T1BU4EE7AC407121,,Automatic,8000,86700.0,0.0922722029988466,
948,948,http://schema.org/,Car,,Toyota,,,https://images.autotrader.com/images/2018/12/5/501/891/43636206181.501891616.IM1.MAIN.1000x750_A.1600x1200.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '99,729'}",Corolla,Used 2010 Toyota Corolla,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7999, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=501891616,,1NXBU4EE9AZ325213,,,7999,99729.0,0.0802073619508869,
949,949,http://schema.org/,Car,['Sedan'],Toyota,Silver,2 wheel drive - front,https://images.autotrader.com/hn/c/a1d9fd0103884372875c6654f3410a21.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '67,275'}",Corolla,Used 2010 Toyota Corolla,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7999, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=501961105,4-Cylinder,1NXBU4EE2AZ360224,,Automatic,7999,67275.0,0.11890003716090673,
950,950,http://schema.org/,Car,['Sedan'],Toyota,Gray,2 wheel drive - front,https://images.autotrader.com/hn/c/20a24ffca26649879b2dfccfbd439d2d.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '91,155'}",Corolla,Used 2009 Toyota Corolla,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7999, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2009,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=497143152,4-Cylinder,JTDBL40E19J050593,Dark Charcoal,Automatic,7999,91155.0,0.08775163183588393,
951,951,http://schema.org/,Car,['Sedan'],Toyota,Gray,2 wheel drive - front,https://images.autotrader.com/hn/c/81c9461fb6c14826af43a463653b783d.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '146,055'}",Corolla,Used 2010 Toyota Corolla LE Sedan,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7999, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=482286862,4-Cylinder,2T1BU4EE0AC200926,,Automatic,7999,146055.0,0.054767039813768785, LE Sedan
952,952,http://schema.org/,Car,['Sedan'],Toyota,Red,2 wheel drive - front,https://images.autotrader.com/hn/c/ebfe771e83ab42b2b2816c7d867bcea6.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '94,142'}",Corolla,Used 2010 Toyota Corolla,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7999, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=500593633,4-Cylinder,1NXBU4EE3AZ223695,Black,Manual,7999,94142.0,0.08496738968791825,
953,953,http://schema.org/,Car,['Sedan'],Toyota,,2 wheel drive - front,https://images.autotrader.com/hn/c/61f814966aa44b1caf82d175f71432b2.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '94,000'}",Corolla,Used 2010 Toyota Corolla,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7999, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=459621895,4-Cylinder,1NXBU4EE0AZ267847,,,7999,94000.0,0.08509574468085106,
954,954,http://schema.org/,Car,['Sedan'],Toyota,Silver,2 wheel drive - front,https://images.autotrader.com/hn/c/258b2a186a8c484388a4fda204b34ffc.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '48,602'}",Corolla,Used 2008 Toyota Corolla LE Sedan,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7999, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2008,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=492459603,4-Cylinder,2T1BR32E78C882200,Gray,Automatic,7999,48602.0,0.16458170445660672, LE Sedan
955,955,http://schema.org/,Car,['Sedan'],Toyota,Gray,2 wheel drive - front,,Toyota,"{'@type': 'QuantitativeValue', 'value': '142,511'}",Corolla,Used 2010 Toyota Corolla,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7999, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=502039636,4-Cylinder,2T1BU4EE0AC401418,,Automatic,7999,142511.0,0.05612900056837718,
956,956,http://schema.org/,Car,['Sedan'],Toyota,White,2 wheel drive - front,https://images.autotrader.com/hn/c/10ed9ceb0f3f4ab09f34232950c1d312.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '92,150'}",Corolla,Used 2010 Toyota Corolla LE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7998, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=499747610,4-Cylinder,2T1BU4EE5AC313805,Ash,Automatic,7998,92150.0,0.0867932718393923, LE
957,957,http://schema.org/,Car,['Sedan'],Toyota,Red,2 wheel drive - front,https://images.autotrader.com/hn/c/590f796617a841ec847b61b1b579eae4.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '115,959'}",Corolla,Used 2010 Toyota Corolla S,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7998, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=499564833,4-Cylinder,1NXBU4EE0AZ372467,Grey,Automatic,7998,115959.0,0.06897265412775205, S
958,958,http://schema.org/,Car,['Sedan'],Toyota,White,2 wheel drive - front,https://images.autotrader.com/hn/c/553bc47f62494231a54d026abfd0e33e.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '103,735'}",Corolla,Used 2010 Toyota Corolla,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7997, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=501282809,4-Cylinder,1NXBU4EE8AZ340642,Ash,Automatic,7997,103735.0,0.07709066371041597,
959,959,http://schema.org/,Car,['Sedan'],Toyota,Silver,2 wheel drive - front,https://images.autotrader.com/hn/c/cda2f7b7c4744540bac11d233cb73f52.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '179,659'}",Corolla,Used 2009 Toyota Corolla,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7995, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2009,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=488969386,4-Cylinder,JTDBL40E49J000528,,Automatic,7995,179659.0,0.04450097128448895,
960,960,http://schema.org/,Car,['Sedan'],Toyota,Blue,2 wheel drive - front,https://images.autotrader.com/hn/c/0ab9720db3944e089aa4cf2fec7666ff.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '113,954'}",Corolla,Used 2010 Toyota Corolla,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7995, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=501134054,4-Cylinder,2T1BU4EE4AC323967,Dark Charcoal,Automatic,7995,113954.0,0.07015988907804904,
961,961,http://schema.org/,Car,['Sedan'],Toyota,Silver,2 wheel drive - front,https://images.autotrader.com/hn/c/50acaa0f729e4362b5ad8517ecedd31a.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '113,778'}",Corolla,Used 2008 Toyota Corolla LE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7995, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2008,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=490430910,4-Cylinder,1NXBR32E58Z013786,Gray,Automatic,7995,113778.0,0.07026841744449717, LE
962,962,http://schema.org/,Car,['Sedan'],Toyota,Green,2 wheel drive - front,https://images.autotrader.com/hn/c/19a4456064ae4c65b55d6c2e66a07508.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '122,960'}",Corolla,Used 2009 Toyota Corolla LE Sedan,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7995, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2009,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=496610129,4-Cylinder,1NXBU40EX9Z116369,Gray,Automatic,7995,122960.0,0.06502114508783344, LE Sedan
963,963,http://schema.org/,Car,['Sedan'],Toyota,White,2 wheel drive - front,https://images.autotrader.com/hn/c/616c05c642e2424791bfd405762239c7.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '101,530'}",Corolla,Used 2009 Toyota Corolla,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7995, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2009,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=500699580,4-Cylinder,1NXBU40E19Z121573,No Color,Automatic,7995,101530.0,0.07874519846350832,
964,964,http://schema.org/,Car,['Sedan'],Toyota,Gray,2 wheel drive - front,https://images.autotrader.com/hn/c/fccf767466584821a65fbb73c3c4e362.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '60,908'}",Corolla,Used 2006 Toyota Corolla LE Sedan,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7995, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2006,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=501475548,4-Cylinder,1NXBR32E66Z681268,Gray,Automatic,7995,60908.0,0.13126354501871676, LE Sedan
965,965,http://schema.org/,Car,['Sedan'],Toyota,White,2 wheel drive - front,https://images.autotrader.com/images/2018/11/20/500/817/43635095159.500817601.IM1.MAIN.1600x1200_A.1600x1200.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '55,620'}",Corolla,Used 2008 Toyota Corolla LE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7995, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2008,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=500817601,4-Cylinder,1NXBR32E18Z029337,Gray,Automatic,7995,55620.0,0.14374325782092773, LE
966,966,http://schema.org/,Car,['Sedan'],Toyota,Black,2 wheel drive - front,https://images.autotrader.com/images/2018/11/14/500/240/43634545687.500240028.IM1.MAIN.1600x1200_A.1600x1200.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '90,000'}",Corolla,Used 2010 Toyota Corolla S,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7995, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=500240028,4-Cylinder,1NXBU4EE9AZ254711,Black,Automatic,7995,90000.0,0.08883333333333333, S
967,967,http://schema.org/,Car,['Sedan'],Toyota,Red,2 wheel drive - front,https://images.autotrader.com/hn/c/171a4ca9602748b88e64c9f18b317b36.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '88,788'}",Corolla,Used 2009 Toyota Corolla LE Sedan,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7995, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2009,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=499975748,4-Cylinder,JTDBL40E999079146,Tan,Automatic,7995,88788.0,0.09004595215569672, LE Sedan
968,968,http://schema.org/,Car,['Sedan'],Toyota,,2 wheel drive - front,https://images.autotrader.com/hn/c/be03491d6df84bc3af510eb687cd8ea8.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '86,435'}",Corolla,Used 2007 Toyota Corolla CE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7995, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2007,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=497377449,4-Cylinder,1NXBR30E27Z772591,,Automatic,7995,86435.0,0.09249725227049228, CE
